text_id,total_tokens,sentiment_score,tokens_without_sentiment,positive_tokens,positive_sentiment,negative_tokens,negative_sentiment,sentiment_distance,element_text,pos_tokens,neg_tokens
524,176,-0.07718888888888888,149,11,0.19262727272727273,16,-0.2626875,0.4553147727272727,Ulrike Draeser Berlin beschloss Klagenfurt Lesereigen Auszug Lück schildern Kindheit Schwester zurückstehen Hassliebe Ausweg suchen Spiel ums Glück Spiel gerne spielen Denis Scheck Problem Kinderperspektive Papa Mama Iris Radisch nerven Text verdichten Hochsicherheitstrakt belauern Gezeichnet Todesmetaphorik bisschen sauber bauen Radisch sehen Untergründige Kindheit überdeutlich erzählen Idee Kindheit scheitern Urgestein Literatur Frage befinden Jurorin Ulrike Längle Text überdeutlich blöd Mädchen Schwester hassen abgedroschen Konstellation abgewinnen können Text unterscheiden Sprache Ungeheuer ritualisieren absolut Kunstsprache banal Kleinbürgergeschichte Bedeutung verleihen Längle fangen nehmen stoßen eher schreiben gleich Thema aufs Chandler meinen Robert Schindel sehen Versuch Entwicklung Identität Familienraum Sprache ähnlich funktionieren Atmung banal Sachverhalt Versuch verdeutlichen grausame Idylle ausbrechen Art darstellen gelingen Kabinettstück Reifeprozess Abgrenzung Schindel Elisabeth Bronfen Hassliebe Schwester überzeugen Art Pattsituation banal psychisch Situation absolut überzeugen meinen Bronfen Art Erzählung still Verzweiflung überzeugen Bedrohung Oberfläche Bildkette viel Detail deutlich Hardy Ruoss Botschaft hör fehlen Lektüre Glaube hab Linie Iris Radisch versuchen nähern Linie idyllisch kalorienreich alt daherkommen sehen tun weh Ruoss fügen hinzu reden Kunst Kunst Kunst artifizielle Unternehmung böse Mädchen kennen beschreiben Burkhard Spinnen Autorin Versuch unternehmen Bewusstsein vorhanden Vergangenheit zurückschrauben Bosheit Vierzigjährigen,"{'überzeugen': 3, 'absolut': 2, 'Glück': 1, 'sauber': 1, 'Bedeutung': 1, 'funktionieren': 1, 'Glaube': 1, 'idyllisch': 1}","{'banal': 3, 'Problem': 1, 'blöd': 1, 'hassen': 1, 'abgedroschen': 1, 'stoßen': 1, 'grausame': 1, 'ausbrechen': 1, 'Verzweiflung': 1, 'Bedrohung': 1, 'fehlen': 1, 'alt': 1, 'böse': 1, 'Bosheit': 1}"
525,200,-0.08843846153846152,174,12,0.08805,14,-0.2397142857142857,0.32776428571428573,vorletzte lesen Schweizer Patrick Kokontis Text Auszug Manuskript Entgleisungen zeigen Held autobiografischen Bezug Diagnose Aids auseinandersetzen Zugsfahrt erkennen Leben weiterhin trivialer Alltag Denis Scheck Beginn Hoffnung Thema Aids Protagonist Zitat Film Peter Friends stolpern sprachlich Ausdrücke lassen Geschichte Oberfläche bleiben meinen Scheck abschließen fahren Seelenstürme denken Schweizer Biedermann Brandstifter spielen unglaublich schlicht Prosa laienhaft groß sprachlich Ungenügen schreiben urteilen Iris Radisch finden Text Schweizer Eigenheimwelt wurzelnd Sprache verfasst Filmzitaten zusammenstürzend Welt reagieren Burkhard Spinnen Lage Text uneingeschränkt gut zählen ungeheuer zeitgenössisch Thema aufnehmen weisen Kritiker ungeheure Aufgabe Literatur zeigen Mensch weiterleben Unterfangen unternehmen versuchen Existentielles Alltägliches zusammenbringen Schreck Aids allegorischen Stellenwert geben Spinnen Robert Schindel gestehen schwierig Unterfangen finden Redundanz Text Bild funktionieren Sprache schief Thema rüber greifen gelingen halte roh Sprachmaterial Verfügung stehen Thema bearbeiten genau überlegen gestalten Schindel sehen mangelnd Vertrauen Leser Autor glauben blöd sagen fällen Thema Boden schloss Schindel Elisabeth Bronfen meinen Thema Erzählung Bogen machen interessieren sprachlich gelingen häufig Realität Fiktion auseinanderhalten Hardy Ruoss Literatur autobiografischen Roman Stück Eisenbahnfahrt Schönes Fahrt Muse schauen denken hervorragen umsetzen Ruoss verstehen Text Ausschnitt Figur Katastrophe abfinden Biedermann Brand Biedermann ergreifen Ruoss Ulrike Längle finden Text Sprache scheitern Schilderung existentiell Grenzsituation Sprache Hilflosigkeit schildern Thema gerecht Autor Kokontis Juror Schlusswort bedenken Banales Wirklichkeit geben,"{'Hoffnung': 1, 'abschließen': 1, 'unglaublich': 1, 'uneingeschränkt': 1, 'funktionieren': 1, 'genau': 1, 'überlegen': 1, 'Vertrauen': 1, 'interessieren': 1, 'Schönes': 1, 'verstehen': 1, 'bedenken': 1}","{'schlicht': 1, 'laienhaft': 1, 'ungeheuer': 1, 'Kritiker': 1, 'ungeheure': 1, 'Schreck': 1, 'schwierig': 1, 'Redundanz': 1, 'blöd': 1, 'schloss': 1, 'Katastrophe': 1, 'Brand': 1, 'Hilflosigkeit': 1, 'Banales': 1}"
526,168,-0.012483333333333334,150,11,0.09745454545454546,7,-0.18524285714285718,0.2826974025974026,Kindheit Jugend Erzähler entführen Wien lebend deutschen Stephan Reimertz Auditorium Auszug Roman Papiergewicht Vater leuchtend Vorbild Auge stellen Junge Killerinstinkt entwickeln genau Beobachter gesellschaftlich Hierarchie Burkhard Spinnen versuchen Autorensolidarität aufbringen ausgewählt Ausschnitt vermuten finden Darstellung Kindheit veranlasst Hardy Ruoss meinen traditionell Art erzählen Bild nennen darstellen gerne trojanisch Esel Geschichte finden meinen Geschichte müssen arbeiten technisch Problem Text orten Robert Schindel haken Erzählperspektive Zehnjährigen Zeitlupe bringen Text straff verdichten Idylle beschreiben alt Art beschied Autor Iris Radisch hoffen zuletzt hoffen Autor ernst meinen Parodie befürchten Literatur Jugendpsychotherapie Radisch notwendig Idyllen entwerfen meinen Kind reden erwachsen Projektion weiß Grund wenden de Autor fasse Autor Stereotype versammeln Elisabeth Bronfen meinen Text hören Kinderbuch Eindruck Text unentschlossen Ironie notwendig Perspektive Kind packen Fragmentarische Wahrnehmung interessieren finden Bronfen Ironie finden finden Text extrem schematisch führen Punkt Ulrike Längle hingegen Qualität Text genau Einwand Juror lagen latente Spannung Idylle unterschwellig Bedrohung aufbauen Aufbau Spannung erfolgen unauffällig Detail finden Längle sehen Geschichte Komik Blick Deutschland freigeben genießen bedeutend Literaturkritikern verreißen insbesondere Kritik Iris Radisch betrachte Ritterschlag Autor Stephan Reimertz Schlusswort,"{'genau': 2, 'hoffen': 2, 'leuchtend': 1, 'traditionell': 1, 'interessieren': 1, 'führen': 1, 'Qualität': 1, 'genießen': 1, 'bedeutend': 1}","{'entführen': 1, 'aufbringen': 1, 'Problem': 1, 'alt': 1, 'befürchten': 1, 'Bedrohung': 1, 'Kritik': 1}"
527,215,0.03635937500000001,183,17,0.16011176470588234,15,-0.10389333333333334,0.2640050980392157,letzte Bewerbstag beginnen Lesung Deutsche Susanne Riedel Auszug Roman Knoten Telefonspiel Fernsehen Beziehung Moderatorin dichtend Pilz sammelnd Kandidat Moment merken Literatur liegen loben Hardy Ruoss gleichzeitig Bewusstsein Gefühl zusätzlich Fixstern durchleuchten Literatur Lyrik absolut Musterbeispiel Literatur beeindrucken meinen Text produktiv Wahnsinn mein Alltag Elisabeth Bronfen Text vorschlagen erst Moment hinreißen entdecken Sprache unglaublich lösen finden Verschränkung Figur Annäherung Folie Absurdität Fernsehshow Schön durchführen einerseits skurril Figur andererseits tiefe Traurigkeit Verletzbarkeit finden Bronfen meinen Text selbstgefällig manieriert Denis Scheck intellektuell Raum Text eröffnen gerne betreten Boden Lese seltsam Gefühl Text weder deutschen englisch schweben irgendwo Atlantik sein Kleinigkeit geglückt Übersetzung wirken lassen Scheck Trommelwirbel anämischen Frau lesen Amerika Kanada angesiedelt Text meinen abschließen Schindel Machwerk Text Totalität Fragmentierung Zukunft hinpaddeln Text schreiben Fragmentierung beeindruckend Text urteile Burkhard Spinnen stelle Ziel Zeitalter Allgemeinverblödung Existenz Schicksal aussehen schön verbinden banal Medienalltag Schicksal zusammentreffen Gegensatz zeitgenössisch Ambiente handeln konventionelle Figur Einschränkung Figur Literaturfundus unterlegt Iris Radisch finden Text ungeheuer beeindruckend Minute dauernd Liebesgeschichte wunderbar bauen Manier alt Herr einzelne Wort heraus klauben poetisch Text zerpflücken Diskussion Text Deutschland anderswo spiele meinen Wurst seltsam absurd Einwand Klagenfurt hören beschied Denis Scheck Bild Realität abbilden begriffen Poesie Ulrike Längle zeigen faszinieren bleiben Figur flachen Verknüpfung Figur Unterfütterung literarisch Quervreweise Problem Anne Sexte Elliot herhalten Figur Wert geben stören Längle einsteigen Gefühlswelt dunkel Kitsch wirken viel Plattitüde reduzieren können respektvoll niederknien,"{'beeindruckend': 2, 'loben': 1, 'absolut': 1, 'beeindrucken': 1, 'produktiv': 1, 'unglaublich': 1, 'lösen': 1, 'Annäherung': 1, 'Schön': 1, 'abschließen': 1, 'Ziel': 1, 'schön': 1, 'verbinden': 1, 'wunderbar': 1, 'Wert': 1, 'respektvoll': 1}","{'seltsam': 2, 'Wahnsinn': 1, 'Absurdität': 1, 'Traurigkeit': 1, 'banal': 1, 'Einschränkung': 1, 'ungeheuer': 1, 'alt': 1, 'absurd': 1, 'flachen': 1, 'Problem': 1, 'stören': 1, 'dunkel': 1, 'reduzieren': 1}"
528,175,-0.16090000000000002,156,7,0.13735714285714287,12,-0.33488333333333337,0.47224047619047627,Wellness Text deutschen Georg Oswald einreichen erzählen smart jung Frau plötzlich Arbeit Managementassistentin verlieren Problem Exmann Gedanke arbeitslos zerstören Weltbild Selbstwertgefühl Iris Radisch vermisste Gestaltung Mensch Gitter Markennamen sperren Alltagsbegleittext Langsamkeit erzählen fast unliterarisch Puppe Sozialmarketing Radisch Figur Marke scheitern hören Markenwelt Text wolle zeigen Mensch modern Marketing Seele fortführen Interpretation politisch Text kritisch Elisabeth Bronfen Figur plastisch lassen kühlen klischiert weder ironisch sehen Sympathie Figur entwickeln Denis Scheck lesen modern Legende exemplarisch Lebenslauf Robert Schindel halten systemkritischen Text klassenkämpferischen Parole daherkommen permanent aufdröseln Leute Wellness zugrunde Text zeigen Zeitgenossen helfen Zeit Turbokapitalismus Gesundheit Tod geben hervorragen lakonisch fast klinisch Art schildern Hardy Ruoss Absicht Text vermisste schmerzlich Ambivalenz Figur Literarisierungsgrad schwach Leser Geschichte gerne Illustrierte lesen Story finden Zeitung Burkhard Spinnen Text zeitgenössisch Gesellschaftsbild begegnen Figur einverstanden Umwelt Opfer machen Abstrich fügen hinzu Text radikal verdichten lang Text halte schön lang Passage versuchen Psychologisches unpsychologisch darstellen Ulrike Längle lesen Studie Brüchigkeit Lifesyle Legende glücklich Beziehung greifen Rede Systemkritik Figur gewissermaßen Erfolgszwang folgen kapitalistische System Frage stellen passieren eher mikroskopisch Autor vertrauen Abbildung literarisch wirken bleiben literarisch Mehrwert fragen,"{'modern': 2, 'Sympathie': 1, 'helfen': 1, 'Gesundheit': 1, 'schön': 1, 'glücklich': 1}","{'verlieren': 1, 'Problem': 1, 'arbeitslos': 1, 'zerstören': 1, 'kritisch': 1, 'Tod': 1, 'lakonisch': 1, 'schmerzlich': 1, 'Ambivalenz': 1, 'schwach': 1, 'Abstrich': 1, 'radikal': 1}"
529,183,-0.014363333333333336,153,19,0.12740526315789474,11,-0.25923636363636365,0.3866416267942584,Uruquay lebend deutschen Marina Kieninger stellen Text Leidensblume Natterheim Metzgerstochter Emma Jahrzehnt Hostien ernähren Vision täglich Ausnahme Freitag Wundmale Christus zeigen russisch Schauspieler Tschitschitsch erwachsen Emma Lauf stigmatisieren Konkurrenz Denis Scheck sprechen wund meinen Text großartig gelingen Spiel Religion Wissenschaft Lust Literatur machen lesen Literatur selber langweilig dürfen wegnehmen hinzufügen Hausaufgaben können rausholen stecken rügen Juror ander Meinung fürchten falsch Kaffeeklatsch erscheinen Schindel Ruoss widersprechen Elisabeth Bronfen gefallen Figur unheimlich angetan Humor Spiel Wissenschaft Glaube verknüpfen Witziges Bronfen Text setzen Frage Metaphysik auseinander zeitgenössisch Hauptfragen Computer simulieren spielerisch gestalten neu zusammensetzen Iris Radisch gefallen Freiheit Perspektive mischen gleichzeitig ernst nehmen Dadaistisches religiös Nonsenstheater gleichzeitig praktiziert Katholizismus exakt gleichzeitig frei spielerisch Kritik erklären Literatur Wärmeofen freuen Text zeigen komisch hintergründig Mensch literarisch Kasperletheater überraschend irrwitzige Bild Hardy Ruoss spüren Herzschlag Sprache Art Kernspintomograph lassen kalt vermissen Innengottursache Suche Literatur Welt genau erklären denken überbleibe Robert Schindel ähnlich manieristischer Text Versuchsanordnungen funktioniere steigernd Witzigkeit Nullsummenspiel führen Wunder Offenbarungen bayrisch Russische vermischen finden überraschen witzig insgesamt Text Gestaltungsschwäche leiden Dorfgeschichte Heimatliteratur Ulrike Länge ordnen Partei Skeptiker Perspektivenwechsel durchhalten eigentlich oberflächlich gehören Text Genre Dorfgeschichte Heimatliteratur skurril Typus Dorf lustig machen gefallen,"{'spielerisch': 2, 'großartig': 1, 'Humor': 1, 'Glaube': 1, 'Witziges': 1, 'neu': 1, 'Freiheit': 1, 'exakt': 1, 'frei': 1, 'freuen': 1, 'überraschend': 1, 'genau': 1, 'funktioniere': 1, 'steigernd': 1, 'führen': 1, 'Wunder': 1, 'witzig': 1, 'durchhalten': 1}","{'gefallen': 2, 'Konkurrenz': 1, 'langweilig': 1, 'fürchten': 1, 'falsch': 1, 'widersprechen': 1, 'Kritik': 1, 'kalt': 1, 'leiden': 1, 'oberflächlich': 1}"
530,222,0.09219,202,13,0.2545076923076923,7,-0.20925714285714284,0.46376483516483513,deutschen Andrea Maier Text Diagnosestunde Einblick Roman Leben Lebensphilosophie gelehrsamen Kauzes Jacobi sezieren Herzuntersuchung Rückblende Vergangenheit Geschichte Trivialität Hardy Ruoss finden Spaß Text überlisten gelingen hochstehend Sprache modern Schweijkiade herzhaft Mann Herzinsuffizienz direkt Rede überzeugen kippe Erzählen häufig raus Indirekte sichern Autor Verlag zumindest Krankenkassenamt Veröffentlichung gewinnen Iris Radisch fragen woher kennen Kohlhaasen Rächen Mann Katholizismus Nationalsozialismus Text wunderbar Vorbild Thoma Mann bekannt Figurenkabinett Teil moralisch Text Vorbild Thoma Bernhard stellenweise hinausgehe amüsieren gelingen Oldie Evergreen mischen bisschen Nemesis meinen junge Mensch selber schreiben Vorbild nachschreiben Burkhard Spinnen Mann Bernhard Hinterkopf Text lesen Gefühl jongliert brennend Keule befürchten angehalten Atem fällen schwierig Figur Straßenecken hören denken Stunde Lift oh Gott gelingen Konjunktiv bekommen Text Luft gelingen Autor wunderba Bühne unmöglich Figur Suada bauen Ulrike Längle gefallen Text erstenmal Lese Zuhören bleiben Aufrollen Biografie Thoma Bernhard Text negativ harmlos menschenfreundlich Bernhardschen Text hintereinander brav abhandeln lachen finden insgesamt intelligent blamieren sprachlich Virtuosität Text verneigen Denis Scheck diskutieren Epigonale scheinen Klagenfurter Erscheinung helfen Rad erfinden Scheck meinen Gutsherrenhafte Text korrigieren müssen bisschen Gegenwart reinlassen wenden Autor Inhaltlich Verbindung Onanieren Hitlerzeit gelingen Erzählperspektive machen Text angreifbar Robert Schindel Wurst Bernhard klingen gehen sein Erkenntniskabinett Germanisten Sprachwissenschaftler müssen Autor Ton bekritteln meinen Erkenntnis Figur ändern wichtig Art Ding zusammenbringen Kabinettstück deutsch Geschichte Verdrängung verdichten gelingen Eilsabeth Bronfen beeindrucken lustig Art deutsch Geschichte zeigen gefallen Ton merkwürdig Überspitzung entstehen Interessant Subversive gleichzeitig wogegen richten Frage epigonal wichtig,"{'wichtig': 2, 'Spaß': 1, 'modern': 1, 'überzeugen': 1, 'sichern': 1, 'gewinnen': 1, 'wunderbar': 1, 'moralisch': 1, 'intelligent': 1, 'helfen': 1, 'beeindrucken': 1, 'Interessant': 1}","{'kippe': 1, 'befürchten': 1, 'schwierig': 1, 'unmöglich': 1, 'negativ': 1, 'Verdrängung': 1, 'merkwürdig': 1}"
531,163,-0.04969,143,7,0.25129999999999997,13,-0.21176153846153845,0.4630615384615384,Österreicher Martin Amanshauser treten Klagenfurt Erzählung El Examen Geschichte erfolglos Studentin Freund versuchen Manipulation Prüfungsglück erzwingen Iris Radisch finden Text hübsche Universitätsposse lesen zuletzt Vortrag Schlendrian heraus Erzählt sprachlich Unangestrengtheit sagen Fadesse akademische Petitesse harmlos langweilig schreiben geben sagen Urteil Denis Scheck Lese Seite beeindrucken Autor nehmen Text Unbehagen auslösen merken Pointengeschichte missglückt finden Klischee geben Entwicklung glauben dürfen Schriftsteller Welt umgehen setzen strengen hinzu Ulrike Längle ungeheuer doofe Tussi darstellen Figur blöd goutieren paar Formulierung gelingen Elisabeth Bronfen finden Absatz großartig traurig merkwürdig surreale Witz Text verschwinden Erzähler weiblich Stimme glauben einerseits Figur Art Figur sprechen Schluss amüsieren Universität arbeiten vermuten scherzhaft witzige Geschichte Gegensatz spielen Robert Schindel grotesk Weise Protagonist einführen sprachlich unangestrengt Ziel Augenschmunzeln Leser bisschen Ernst Angestrengtheit Mensch miteinander vorführen lesen Geschichte gerne glücken fragen Hardy Ruoss können Veränderung belassen müssen sagen Schwerste satirische Geschichte schreiben kritisieren hingegen leicht Schwierigkeit Text daherkommen Formulierung einfach trivial tun weh Text merken müssen Autor merken Burkhard Spinnen wenden juridisches Institut Fall Liste Prüfungsfragen zurückziehen keinerlei literarisch Bemerkung Text,"{'Freund': 1, 'hübsche': 1, 'großartig': 1, 'Witz': 1, 'witzige': 1, 'Ziel': 1, 'miteinander': 1}","{'Manipulation': 1, 'langweilig': 1, 'Unbehagen': 1, 'Klischee': 1, 'ungeheuer': 1, 'doofe': 1, 'blöd': 1, 'traurig': 1, 'merkwürdig': 1, 'verschwinden': 1, 'grotesk': 1, 'kritisieren': 1, 'Schwierigkeit': 1}"
532,253,-0.03448846153846154,227,12,0.18100833333333335,14,-0.2192,0.4002083333333334,Basel lebend Birgit Kempker lassen hab Meppen suchen Weg Gerichtsverhandlung Jugend Gegenwart abrechnen Suche Ulrike Längle merken Text fallen gewiß Ratlosigkeit zurückbleiben Art Textmaschine Geschichte Kriminalfall durchzieh Schluss bekommen forcieren lustige Textmaschine Ernstes hören Angstschrei Verrätselung linear erzählen stehen Anfang Wand fühlen herausgefordert Weg rot Fade suchen sehen Aufbrechen Üblichem faszinieren Zuhören Denis Scheck Vortrag letztendlich genießen poetisch Rap Retourkutsche Autogenese Autorin lesen beeindrucken Text Einwandmaschinerie Einwand vorwegnehmen Schlussendlich rot Fade Bildprogrammes finden erscheinen Text überinstrumentalisiert stecken wahnsinnig scheinen Text fertigen Scheck Carollsche Katze Schluss bleiben Grinsen übrig Elisabeth Bronfen teilen Freude Hören Lese fallen Doppelungen gehen Genese Wort Interesse aufrecht erhalten selbstbewusster Text sage wissen wolle vermuten Bronfen Figur gleiten prätiose Inszenierung Sprache Text Interesse wach halten Text deretwegen Text vorher Lese bekommen Hardy Ruoss Text täuschen Grund Text gefallen Literatur Gegenwart Parabel Selbstreflexion Passage erinnern Marienlitaneien Ruoss Text dominant Oberfläche sehen inner Verlauf Wichtige Text Besuch alt Dame Weise wehren Vereinnahmung Gerichtsfall weisen Text Geschichte lesen können groß Herzeleid laborieren Robert Schindel sprechen Problem außerliterarischen Ereignis Text kreisen Birgit Kempker ehemalig Partner klagen Text verunglimpfen weiß Fall Text bestimmen Weise vereinnahmen hören Gekränktheit Denunziation sehen Seite automatisch Text autobiografischen Element kennzeichnen Pattsituation persönlich halte Persönlichkeitsrede Privatpersonen Menschenrecht glauben Name Text verwenden dürfen Text sehen Plädoyer kleinlich Leute Phantasie wegnehmen bestechend Plädoyer übereinanderlege Problem Schindel Burkhard Spinnen Schwierigkeit Text real Subtext lesen ansonsten pathologische Verteidigungsrede Phantasie stehen doof können hinaus Iris Radisch Wort melden Text verstehen wolle raustrompeten sehen Deckworten arbeiten ahnen tiefe Geschichte verpacken letztlich bleiben völlig dunkeln verstehen Reimdrang stehen hilflos Text Radischs Outing Hibler,"{'Interesse': 2, 'Phantasie': 2, 'genießen': 1, 'fertigen': 1, 'Freude': 1, 'aufrecht': 1, 'erhalten': 1, 'Wichtige': 1, 'Partner': 1, 'verstehen': 1}","{'fallen': 2, 'Problem': 2, 'Ratlosigkeit': 1, 'zurückbleiben': 1, 'herausgefordert': 1, 'wahnsinnig': 1, 'täuschen': 1, 'alt': 1, 'klagen': 1, 'Schwierigkeit': 1, 'doof': 1, 'hilflos': 1}"
533,254,0.06825882352941177,220,22,0.18049545454545454,12,-0.13750833333333332,0.31800378787878786,deutschen Georg Klein lesen Auszug lang Prosatext Suche Firma führen Mann heruntergekommen Hallenbad Weg düster Bad Bademeister sexuell attackieren unbekannt Helfer retten Hilfe finden gesucht Firmenbüro Denis Scheck gestehen Kritiker wunderbar blamieren können gelingen Folie gehen finden Gefühl Geheimnis knacken sehen seltsam Handlung häufig Betonung Männliche können ironisch verstehen können unfreiwillig Scheck glauben Text verweigern schlüssig Interpretation Ulrike Längle Geschichte chronologisch erzählen rundherum Agentenfilm Lese Mann gedenken Stil Gegenteil klaren präzise eher altväterisch schlüpfrig Aufwand paar Spielzeugautos Text treten Stelle Autor bauen verschieden Welt bewährt Erzählmuster Längle vereinfachen Kafka denken fragen soviel Aufwand wozu müssen Text klamm Pathos Pathetik lesen vermuten Elisabeth Bronfen Text ironisch komisch finden gehen Bewährungsprobe Ironie schwer festmachen denken englische Genre Held Scherz Held Robet Schindel finden Held misslinge weit Strecke fast Alexandrinern vortragen Missgeschick aufzählen irgendwie Kafkafigur hinein verwoben Arbeit Herkules erinnern Genauigkeit Sprache Beobachtung Text interessieren Lust weiterzulesen Hardy Ruoss Mann erschüttern Text Mann lesen eher Initiationsgeschichte Leser finden Ruoss unglaublich faszinieren Geschichte Raum erzählen Kafka Schloss Walsers Konto Text müssen aufpassen jed Detail dreifach laden Burkhard Spinnen lesen Ausschnitt Text Literatur geben romantische fast schauerlich romantische Element spät Heroenfigur hineinziehen rambomäßig Grund körpermäßig verkommen Satz versuchen literarisch Erbe Neues hochsouveränen Sprache ironisch müssen Komma gucken Autor Rechtschreibung denken Iris Radisch freuen Hardy Ruoss mal Meinung romantische Rätsel genau gebaut Baustelle Versatzstücken sprachlich Schauplätzen genau no mens land bauen Text Pantomime hilflos Aufstiegs eher finster Wasserwelt hinauf Licht können Unterwelt deuten kompliziert Rätsel Mond scheinen Endspiel Humanismus rausschaut Welt abschließend Urteil Text vibrierendes Rätsel Denis Scheck Kollege spitz Ohr zuhören glauben Rätsel lösen Text Guss Öl eingerieben Körper fassen,"{'romantische': 3, 'genau': 2, 'führen': 1, 'retten': 1, 'Hilfe': 1, 'wunderbar': 1, 'verstehen': 1, 'schlüssig': 1, 'Stil': 1, 'klaren': 1, 'vereinfachen': 1, 'Genauigkeit': 1, 'interessieren': 1, 'unglaublich': 1, 'Erbe': 1, 'Neues': 1, 'freuen': 1, 'Aufstiegs': 1, 'lösen': 1}","{'düster': 1, 'attackieren': 1, 'Kritiker': 1, 'seltsam': 1, 'unfreiwillig': 1, 'schwer': 1, 'Missgeschick': 1, 'erschüttern': 1, 'schauerlich': 1, 'hilflos': 1, 'finster': 1, 'kompliziert': 1}"
