author_id,book_title,publisher,release_year,perlentaucher_url
43,"Gut und Böse sind Vorurteile der Götter. Ein Gespräch",Residenz Verlag,2002,"https://www.perlentaucher.de/buch/helmut-eisendle/gut-und-boese-sind-vorurteile-der-goetter.html"
46,"Hermann Burger: Werke in acht Bänden",Nagel und Kimche Verlag,2014,"https://www.perlentaucher.de/buch/hermann-burger/hermann-burger-werke-in-acht-baenden.html"
46,"Schilten. Schulbericht zuhanden der Inspektorenkonferenz",Nagel und Kimche Verlag,2008,"https://www.perlentaucher.de/buch/hermann-burger/schilten.html"
46,"Der Lachartist.  ",Edition Voldemeer,2008,"https://www.perlentaucher.de/buch/hermann-burger/der-lachartist.html"
46,"Diabelli - Blankenburg. 6 Briefe an die nächsthöhere Instanz",Ammann Verlag,2002,"https://www.perlentaucher.de/buch/hermann-burger/diabelli-blankenburg.html"
47,"Der Raub des Bücherschatzes. (Ab 12 Jahre)",Carl Hanser Verlag,2012,"https://www.perlentaucher.de/buch/katja-behrens/der-raub-des-buecherschatzes.html"
47,"Der kleine Mausche aus Dessau. Moses Mendelssohns Reise nach Berlin 1743",Carl Hanser Verlag,2009,"https://www.perlentaucher.de/buch/katja-behrens/der-kleine-mausche-aus-dessau.html"
47,"Hathaway Jones. Roman. (Ab 13 Jahre)",Beltz und Gelberg Verlag,2002,"https://www.perlentaucher.de/buch/katja-behrens/hathaway-jones.html"
47,"Alles Sehen kommt von der Seele. Die Lebensgeschichte der Helen Keller. (Ab 9 Jahre)",Beltz und Gelberg Verlag,2001,"https://www.perlentaucher.de/buch/katja-behrens/alles-sehen-kommt-von-der-seele.html"
48,"Die Häuser meines Vaters. Roman",Argon Verlag,2003,"https://www.perlentaucher.de/buch/walter-mueller/die-haeuser-meines-vaters.html"
49,"Es war einmal eine Frau. Gedichte",Berlin Verlag,2011,"https://www.perlentaucher.de/buch/gerald-zschorsch/es-war-einmal-eine-frau.html"
49,"Zur elften Stunde. Gedichte",Suhrkamp Verlag,2009,"https://www.perlentaucher.de/buch/gerald-zschorsch/zur-elften-stunde.html"
49,"Czerwonka",Suhrkamp Verlag,2006,"https://www.perlentaucher.de/buch/gerald-zschorsch/czerwonka.html"
49,"Torhäuser des Glücks. Die Gedichte",Suhrkamp Verlag,2004,"https://www.perlentaucher.de/buch/gerald-zschorsch/torhaeuser-des-gluecks.html"
50,"Der Stadtschreiber von Kalkutta",Suhrkamp Verlag,2019,"https://www.perlentaucher.de/buch/josef-winkler/der-stadtschreiber-von-kalkutta.html"
50,"Lass dich heimgeigen, Vater, oder Den Tod ins Herz mir schreibe. Roman",Suhrkamp Verlag,2018,"https://www.perlentaucher.de/buch/josef-winkler/lass-dich-heimgeigen-vater-oder-den-tod-ins-herz-mir-schreibe.html"
50,"Winnetou, Abel und ich",Suhrkamp Verlag,2014,"https://www.perlentaucher.de/buch/josef-winkler/winnetou-abel-und-ich.html"
50,"Mutter und der Bleistift ",Suhrkamp Verlag,2013,"https://www.perlentaucher.de/buch/josef-winkler/mutter-und-der-bleistift.html"
50,"Wortschatz der Nacht",Suhrkamp Verlag,2013,"https://www.perlentaucher.de/buch/josef-winkler/wortschatz-der-nacht.html"
50,"Die Realität so sagen, als ob sie trotzdem nicht wär. oder Die Wutausbrüche der Engel",Suhrkamp Verlag,2011,"https://www.perlentaucher.de/buch/josef-winkler/die-realitaet-so-sagen-als-ob-sie-trotzdem-nicht-waer.html"
50,"Ich reiß mir eine Wimper aus und stech dich damit tot",Suhrkamp Verlag,2008,"https://www.perlentaucher.de/buch/josef-winkler/ich-reiss-mir-eine-wimper-aus-und-stech-dich-damit-tot.html"
50,"Roppongi. Novelle",Suhrkamp Verlag,2007,"https://www.perlentaucher.de/buch/josef-winkler/roppongi.html"
50,"Leichnam, seine Familie belauernd",Suhrkamp Verlag,2003,"https://www.perlentaucher.de/buch/josef-winkler/leichnam-seine-familie-belauernd.html"
50,"Natura morta. Eine römische Novelle",Suhrkamp Verlag,2001,"https://www.perlentaucher.de/buch/josef-winkler/natura-morta.html"
51,"Mare nostrum oder Ein Bahnhof für jene, die ankommen. Roman",Edition Korrespondenzen,2019,"https://www.perlentaucher.de/buch/erich-wolfgang-skwara/mare-nostrum-oder-ein-bahnhof-fuer-jene-die-ankommen.html"
51,"Im freien Fall. Roman",Hoffmann und Campe Verlag,2010,"https://www.perlentaucher.de/buch/erich-wolfgang-skwara/im-freien-fall.html"
51,"Entwurf einer Wüste. Prosa",Mitterverlag,2008,"https://www.perlentaucher.de/buch/erich-wolfgang-skwara/entwurf-einer-wueste.html"
51,"Zerbrechlichkeit oder die Toten der Place Baudoyer. Roman",Insel Verlag,2002,"https://www.perlentaucher.de/buch/erich-wolfgang-skwara/zerbrechlichkeit-oder-die-toten-der-place-baudoyer.html"
59,"Der Herbst, in dem ich Klavier spielen lernte",Dörlemann Verlag,2014,"https://www.perlentaucher.de/buch/hanna-johansen/der-herbst-in-dem-ich-klavier-spielen-lernte.html"
59,"Der schwarze Schirm. Roman",Carl Hanser Verlag,2007,"https://www.perlentaucher.de/buch/hanna-johansen/der-schwarze-schirm.html"
59,"Die Hühneroper. (Ab 8 Jahre)",Nagel und Kimche Verlag,2004,"https://www.perlentaucher.de/buch/hanna-johansen/die-huehneroper.html"
59,"Omps!. Ein Dinosaurier zu viel. (Ab 8 Jahre)",Nagel und Kimche Verlag,2003,"https://www.perlentaucher.de/buch/hanna-johansen/omps.html"
59,"Lena. Roman",Carl Hanser Verlag,2002,"https://www.perlentaucher.de/buch/hanna-johansen/lena.html"
59,"Sei doch mal still. (ab 4 Jahren)",Carl Hanser Verlag,2001,"https://www.perlentaucher.de/buch/jacky-gleich-hanna-johansen/sei-doch-mal-still.html"
61,"Der Wiedergänger. Roman",Gemini Verlag,2001,"https://www.perlentaucher.de/buch/karl-guenther-hufnagel/der-wiedergaenger.html"
61,"Geburt eines Dichters im Bürgerkrieg. Roman",Axel Dielmann Verlag,2001,"https://www.perlentaucher.de/buch/karl-guenther-hufnagel/geburt-eines-dichters-im-buergerkrieg.html"
63,"Zur Phänomenologie des Snobs. Erzählungen",Carl Hanser Verlag,2005,"https://www.perlentaucher.de/buch/gert-hofmann/zur-phaenomenologie-des-snobs.html"
64,"Der Sänger. Roman",Diogenes Verlag,2019,"https://www.perlentaucher.de/buch/lukas-hartmann/der-saenger.html"
64,"Ein passender Mieter. Roman",Diogenes Verlag,2016,"https://www.perlentaucher.de/buch/lukas-hartmann/ein-passender-mieter.html"
64,"Auf beiden Seiten. Roman",Diogenes Verlag,2015,"https://www.perlentaucher.de/buch/lukas-hartmann/auf-beiden-seiten.html"
64,"Mein Dschinn. Roman",Diogenes Verlag,2014,"https://www.perlentaucher.de/buch/lukas-hartmann/mein-dschinn.html"
64,"Räuberleben. Roman",Diogenes Verlag,2012,"https://www.perlentaucher.de/buch/lukas-hartmann/raeuberleben.html"
64,"Finsteres Glück. Roman",Diogenes Verlag,2010,"https://www.perlentaucher.de/buch/lukas-hartmann/finsteres-glueck.html"
64,"Bis ans Ende der Meere. Die Reise des Malers John Webber mit Captain Cook. Roman",Diogenes Verlag,2009,"https://www.perlentaucher.de/buch/lukas-hartmann/bis-ans-ende-der-meere.html"
64,"Heul nicht, kleiner Seehund. (Ab 6 Jahre)",Bajazzo Verlag,2006,"https://www.perlentaucher.de/buch/lukas-hartmann/heul-nicht-kleiner-seehund.html"
64,"Die letzte Nacht der alten Zeit. Roman",Nagel und Kimche Verlag,2007,"https://www.perlentaucher.de/buch/lukas-hartmann/die-letzte-nacht-der-alten-zeit.html"
64,"Die Deutsche im Dorf. Roman",Nagel und Kimche Verlag,2005,"https://www.perlentaucher.de/buch/lukas-hartmann/die-deutsche-im-dorf.html"
64,"GloriaFuria und die schlimme Marie. (Ab 8 Jahre)",Nagel und Kimche Verlag,2003,"https://www.perlentaucher.de/buch/lukas-hartmann/gloria-furia-und-die-schlimme-marie.html"
64,"Die Tochter des Jägers. Roman",Nagel und Kimche Verlag,2002,"https://www.perlentaucher.de/buch/lukas-hartmann/die-tochter-des-jaegers.html"
64,"Timi Donner im Reich der Kentauren. (Ab 10 Jahre)",Nagel und Kimche Verlag,2000,"https://www.perlentaucher.de/buch/lukas-hartmann/timi-donner-im-reich-der-kentauren.html"
64,"Leo Schmetterling. (Ab 8 Jahre)",Nagel und Kimche Verlag,2000,"https://www.perlentaucher.de/buch/lukas-hartmann/leo-schmetterling.html"
69,"Die Spaltung. Roman. Mit Materialband und Audio-CD",Stroemfeld Verlag,2001,"https://www.perlentaucher.de/buch/ernst-juergen-dreyer/die-spaltung.html"
71,"Kleist fiktional. 84 Treibsätze",Ritter Verlag,1999,"https://www.perlentaucher.de/buch/jan-christ/kleist-fiktional.html"
72,"Piraterie und Marktwirtschaft. Beitrag der Piraterie im westlichen Mittelmeer zur Schaffung einer Marktwirtschaft und Entwicklung späterer Wettbewerbsordnungen?",UVK Universitätsverlag Konstanz,2008,"https://www.perlentaucher.de/buch/franz-boeni/piraterie-und-marktwirtschaft.html"
73,"Am Strand von Bochum ist allerhand los. Postkarten",Suhrkamp Verlag,2018,"https://www.perlentaucher.de/buch/jurek-becker/am-strand-von-bochum-ist-allerhand-los.html"
73,"Jakob der Lügner. Roman. 8 CDs",speak low,2016,"https://www.perlentaucher.de/buch/jurek-becker/jakob-der-luegner-roman-8-cds-2016.html"
73,"Vernarrtsein in Worte, Verliebtsein in Sprache . Prosa, Reden und Interviews. 4 CDs",DHV - Der Hörverlag,2009,"https://www.perlentaucher.de/buch/jurek-becker/vernarrtsein-in-worte-verliebtsein-in-sprache.html"
73,"Mein Vater, die Deutschen und ich . Aufsätze, Vorträge, Interviews",Suhrkamp Verlag,2007,"https://www.perlentaucher.de/buch/jurek-becker/mein-vater-die-deutschen-und-ich.html"
73,"Jakob der Lügner. 1 CD. Gelesen von Jurek Becker",DHV - Der Hörverlag,2007,"https://www.perlentaucher.de/buch/jurek-becker/jakob-der-luegner.html"
73,"Jurek Beckers Neuigkeiten. an Manfred Krug und Otti. 2 CDs",Roof Music,2004,"https://www.perlentaucher.de/buch/jurek-becker/jurek-beckers-neuigkeiten.html"
